district_code,latitude,longitude,month,loss_type_code,drought_score,flood_score,season_code,calamity_verified
23,18.26999,76.15583,3,6,0.85,0.15,2,0
29,16.73296,74.68824,8,7,0.6,0.5,1,0
2,20.53742,76.96651,1,6,0.6,0.3,2,1
22,20.17659,73.92991,3,6,0.5,0.4,2,0
10,20.37312,79.8128,8,0,0.2,0.7,1,0
13,21.13678,75.73832,2,0,0.65,0.35,2,1
32,17.87472,76.03358,2,4,0.9,0.1,2,1
6,21.09556,79.7305,10,5,0.2,0.6,1,1
9,20.80594,74.62241,5,3,0.6,0.3,3,0
8,20.0343,79.47066,12,5,0.3,0.5,2,0
28,17.12851,73.47216,12,5,0.1,0.7,2,1
28,17.112,73.31697,11,3,0.1,0.7,2,0
3,20.78924,77.62513,12,4,0.5,0.3,2,0
21,21.39562,74.04671,1,2,0.5,0.4,2,0
25,19.46688,76.60967,1,0,0.75,0.25,2,0
25,19.22897,76.72358,4,8,0.75,0.25,3,1
9,20.77624,74.83566,7,8,0.6,0.3,1,0
16,18.23869,76.68056,1,1,0.8,0.15,2,0
20,19.0662,77.35341,2,5,0.7,0.3,2,1
21,21.2061,74.15379,7,7,0.5,0.4,1,0
15,16.89539,74.29362,9,3,0.2,0.7,1,0
21,21.4404,74.31831,1,7,0.5,0.4,2,0
23,18.10531,76.03442,9,0,0.85,0.15,1,0
3,21.07778,77.92674,4,2,0.5,0.3,3,1
29,16.94342,74.68023,2,1,0.6,0.5,2,0
7,20.72219,75.98131,10,7,0.6,0.25,1,0
19,21.17696,78.95952,1,6,0.4,0.4,2,0
6,21.15631,79.74005,4,3,0.2,0.6,3,0
28,16.92926,73.21898,4,4,0.1,0.7,3,1
4,20.00178,75.49955,6,1,0.8,0.2,1,0
31,16.48085,73.54482,12,4,0.1,0.6,2,0
21,21.41716,74.39256,3,6,0.5,0.4,2,0
24,19.89708,72.69658,4,7,0.2,0.6,3,0
34,20.79355,78.48612,9,7,0.5,0.35,1,0
9,21.07756,74.93036,9,0,0.6,0.3,1,0
16,18.52814,76.66862,6,2,0.8,0.15,1,0
16,18.5859,76.4636,8,7,0.8,0.15,1,0
21,21.50744,74.06416,4,8,0.5,0.4,3,0
4,19.78049,75.42383,5,8,0.8,0.2,3,0
7,20.48323,76.36179,6,2,0.6,0.25,1,0
10,20.03063,80.07874,1,8,0.2,0.7,2,1
12,19.85836,77.29563,4,4,0.7,0.2,3,1
32,17.78401,75.73786,12,2,0.9,0.1,2,0
2,20.72066,76.91522,3,8,0.6,0.3,2,1
2,20.68346,76.88062,3,8,0.6,0.3,2,0
19,21.10194,79.19538,5,3,0.4,0.4,3,0
4,19.95338,75.44866,10,3,0.8,0.2,1,1
29,16.8077,74.50773,5,7,0.6,0.5,3,1
21,21.50678,74.25594,1,8,0.5,0.4,2,0
31,16.50735,73.48931,3,0,0.1,0.6,2,0
15,16.86222,74.26687,3,7,0.2,0.7,2,1
20,19.08377,77.36217,3,8,0.7,0.3,2,1
30,17.75957,73.95648,8,2,0.4,0.55,1,0
7,20.58643,76.35149,6,5,0.6,0.25,1,1
31,16.18761,73.58284,5,4,0.1,0.6,3,1
2,20.84409,77.00536,10,1,0.6,0.3,1,1
30,17.59633,73.83741,9,3,0.4,0.55,1,1
2,20.86055,77.01623,11,7,0.6,0.3,2,0
24,19.64364,72.61892,3,6,0.2,0.6,2,0
23,18.06448,76.15828,5,7,0.85,0.15,3,1
28,16.86177,73.19183,10,1,0.1,0.7,1,0
24,19.8696,72.67558,4,3,0.2,0.6,3,1
30,17.62473,73.90295,5,2,0.4,0.55,3,0
11,21.54212,80.02675,2,1,0.2,0.65,2,1
2,20.67134,77.19025,9,0,0.6,0.3,1,0
22,20.09117,73.93059,6,8,0.5,0.4,1,0
5,19.16779,75.71739,4,0,0.85,0.15,3,1
2,20.7196,76.85539,6,3,0.6,0.3,1,0
15,16.65993,74.12671,7,1,0.2,0.7,1,0
7,20.51519,76.21902,5,1,0.6,0.25,3,0
6,21.23673,79.64185,5,0,0.2,0.6,3,1
8,19.84718,79.47027,2,4,0.3,0.5,2,0
36,20.4451,78.11083,2,2,0.6,0.35,2,0
25,19.43129,76.76647,2,0,0.75,0.25,2,1
11,21.55366,80.05245,12,7,0.2,0.65,2,0
36,20.35885,78.05668,1,4,0.6,0.35,2,1
21,21.34301,74.05683,1,4,0.5,0.4,2,1
18,19.11942,72.81802,2,5,0.1,0.75,2,1
34,20.76881,78.56812,4,2,0.5,0.35,3,0
33,19.39688,73.16464,12,4,0.15,0.7,2,1
5,19.15483,75.61686,8,4,0.85,0.15,1,1
23,18.08078,75.8489,10,4,0.85,0.15,1,1
14,19.93801,75.72722,9,2,0.75,0.2,1,0
14,19.88091,76.04074,3,3,0.75,0.2,2,0
4,19.90667,75.35624,1,6,0.8,0.2,2,0
16,18.26836,76.5843,7,2,0.8,0.15,1,0
35,19.9547,77.26606,10,6,0.65,0.25,1,0
4,19.78148,75.1774,3,7,0.8,0.2,2,1
3,21.08029,77.89193,4,1,0.5,0.3,3,0
35,20.1968,76.98995,1,2,0.65,0.25,2,0
4,19.93217,75.3622,6,0,0.8,0.2,1,1
21,21.46826,74.36934,4,5,0.5,0.4,3,1
9,20.97611,74.866,1,3,0.6,0.3,2,0
26,18.52742,73.82596,6,4,0.4,0.5,1,0
11,21.33958,80.15885,11,6,0.2,0.65,2,0
6,21.07743,79.47583,10,1,0.2,0.6,1,0
13,20.85864,75.62243,4,5,0.65,0.35,3,0
28,17.02116,73.21649,5,3,0.1,0.7,3,0
34,20.8768,78.44862,6,5,0.5,0.35,1,0
26,18.35224,73.95671,9,4,0.4,0.5,1,1
20,19.31864,77.47665,8,4,0.7,0.3,1,1
33,19.10529,73.20787,6,0,0.15,0.7,1,0
10,20.08962,79.97065,2,6,0.2,0.7,2,0
34,20.74431,78.61268,2,7,0.5,0.35,2,0
4,19.98893,75.26775,12,2,0.8,0.2,2,1
33,19.33858,73.03392,8,1,0.15,0.7,1,1
17,18.8995,72.86504,11,0,0.1,0.8,2,0
7,20.54086,76.02297,9,7,0.6,0.25,1,0
10,20.11079,80.04874,10,6,0.2,0.7,1,0
16,18.53082,76.74985,9,3,0.8,0.15,1,0
13,20.9625,75.68724,7,6,0.65,0.35,1,0
19,21.08984,79.15092,3,7,0.4,0.4,2,1
5,18.80677,75.64165,6,3,0.85,0.15,1,1
12,19.86785,77.13249,7,7,0.7,0.2,1,0
5,18.9141,75.59177,1,1,0.85,0.15,2,0
17,19.24158,72.74594,7,2,0.1,0.8,1,0
29,16.83237,74.76388,4,0,0.6,0.5,3,1
12,19.73468,77.2015,9,6,0.7,0.2,1,0
16,18.49099,76.55653,10,4,0.8,0.15,1,0
25,19.43556,76.87319,1,4,0.75,0.25,2,1
18,19.07152,72.92679,11,0,0.1,0.75,2,0
31,16.34042,73.70524,5,3,0.1,0.6,3,0
31,16.24283,73.83684,2,3,0.1,0.6,2,0
23,17.98184,76.09586,12,6,0.85,0.15,2,0
9,20.94071,74.75012,4,2,0.6,0.3,3,1
35,20.14924,77.33507,9,6,0.65,0.25,1,0
16,18.30923,76.44063,10,6,0.8,0.15,1,0
36,20.51038,78.23869,11,5,0.6,0.35,2,1
35,20.01652,77.17966,11,4,0.65,0.25,2,0
3,20.84212,77.90407,2,5,0.5,0.3,2,1
15,16.50507,74.18787,2,8,0.2,0.7,2,0
6,21.32864,79.58495,1,6,0.2,0.6,2,0
3,20.93218,77.79065,6,3,0.5,0.3,1,1
36,20.30754,78.03047,10,8,0.6,0.35,1,1
30,17.5965,73.80823,5,2,0.4,0.55,3,0
15,16.79433,74.17026,3,6,0.2,0.7,2,0
30,17.81983,74.10371,1,6,0.4,0.55,2,1
33,19.2911,73.286,11,2,0.15,0.7,2,0
21,21.55302,74.27875,7,0,0.5,0.4,1,1
36,20.28699,77.99667,6,4,0.6,0.35,1,1
33,19.40536,73.16804,8,6,0.15,0.7,1,0
18,19.27764,72.74252,7,1,0.1,0.75,1,1
32,17.80717,75.86339,9,4,0.9,0.1,1,1
23,18.36887,76.08811,11,8,0.85,0.15,2,0
16,18.30743,76.51004,6,4,0.8,0.15,1,1
20,19.20759,77.17215,6,4,0.7,0.3,1,1
26,18.62437,73.93906,5,4,0.4,0.5,3,0
18,19.13794,73.0595,4,3,0.1,0.75,3,0
32,17.6947,75.92408,10,5,0.9,0.1,1,0
6,21.34074,79.83552,6,1,0.2,0.6,1,0
31,16.44325,73.71691,3,6,0.1,0.6,2,0
28,17.10334,73.19966,7,2,0.1,0.7,1,0
22,19.91296,73.94525,12,2,0.5,0.4,2,1
28,16.93515,73.27323,9,3,0.1,0.7,1,1
9,21.01931,74.95151,10,6,0.6,0.3,1,0
25,19.26134,76.83279,6,1,0.75,0.25,1,1
28,17.00234,73.49454,12,4,0.1,0.7,2,0
7,20.35687,76.03653,7,4,0.6,0.25,1,1
24,19.72851,72.9357,3,1,0.2,0.6,2,0
6,21.31374,79.60482,7,1,0.2,0.6,1,1
14,19.90916,75.77477,8,4,0.75,0.2,1,1
19,21.04549,79.22438,11,4,0.4,0.4,2,1
25,19.35694,76.88507,1,2,0.75,0.25,2,0
36,20.35349,78.20798,11,6,0.6,0.35,2,0
29,16.96894,74.62016,5,2,0.6,0.5,3,0
2,20.83345,76.85947,4,8,0.6,0.3,3,1
6,21.26366,79.75481,7,8,0.2,0.6,1,1
20,19.10418,77.16358,7,8,0.7,0.3,1,0
35,19.965,77.07762,6,3,0.65,0.25,1,0
26,18.55475,73.77385,11,5,0.4,0.5,2,1
27,18.65143,73.1088,12,2,0.15,0.65,2,0
1,19.12613,74.65777,12,4,0.7,0.2,2,0
32,17.55354,76.07903,10,0,0.9,0.1,1,1
11,21.54988,80.25764,7,2,0.2,0.65,1,0
1,19.22461,74.68894,12,3,0.7,0.2,2,0
35,20.19983,77.17746,5,3,0.65,0.25,3,0
33,19.16382,73.24763,7,3,0.15,0.7,1,0
25,19.26237,76.79258,5,2,0.75,0.25,3,1
27,18.56272,73.24278,9,0,0.15,0.65,1,0
23,18.16984,75.92011,3,8,0.85,0.15,2,0
24,19.79809,72.95853,11,0,0.2,0.6,2,1
26,18.39681,73.66287,8,5,0.4,0.5,1,1
22,20.10317,73.59839,3,5,0.5,0.4,2,0
2,20.60734,76.83991,5,1,0.6,0.3,3,1
21,21.20121,74.27038,1,6,0.5,0.4,2,0
7,20.35866,76.09703,6,5,0.6,0.25,1,0
32,17.79369,75.92095,5,2,0.9,0.1,3,0
28,16.91325,73.31281,1,7,0.1,0.7,2,0
23,18.16264,76.08808,6,0,0.85,0.15,1,1
22,20.00518,73.67999,6,6,0.5,0.4,1,0
29,16.88101,74.72227,2,7,0.6,0.5,2,0
8,20.1553,79.34206,6,3,0.3,0.5,1,1
11,21.31382,80.00535,8,8,0.2,0.65,1,1
1,19.24958,74.61602,11,5,0.7,0.2,2,1
22,20.17532,73.76139,3,4,0.5,0.4,2,1
18,19.10703,72.69228,2,3,0.1,0.75,2,0
7,20.51012,76.10875,3,6,0.6,0.25,2,0
30,17.72284,74.15231,4,1,0.4,0.55,3,0
12,19.61138,77.03149,8,0,0.7,0.2,1,0
16,18.36238,76.57376,5,5,0.8,0.15,3,1
36,20.24313,77.97091,12,8,0.6,0.35,2,0
10,20.24196,79.841,10,7,0.2,0.7,1,0
9,21.04321,74.64609,10,1,0.6,0.3,1,0
33,19.18554,73.00832,9,3,0.15,0.7,1,1
29,16.76915,74.45404,3,4,0.6,0.5,2,0
19,21.24555,79.18999,8,7,0.4,0.4,1,0
10,20.1158,80.1871,8,5,0.2,0.7,1,0
26,18.63391,73.9098,10,3,0.4,0.5,1,0
2,20.8095,76.86558,9,7,0.6,0.3,1,1
23,18.33759,75.88651,1,0,0.85,0.15,2,0
7,20.41,76.16403,6,4,0.6,0.25,1,1
27,18.68973,73.22677,11,0,0.15,0.65,2,0
7,20.47858,76.25424,8,2,0.6,0.25,1,0
12,19.77455,77.24955,6,2,0.7,0.2,1,0
22,19.89434,73.81352,9,2,0.5,0.4,1,0
29,16.97267,74.58675,3,5,0.6,0.5,2,1
18,19.13287,72.6966,10,5,0.1,0.75,1,1
11,21.49711,80.31008,10,3,0.2,0.65,1,0
6,20.97504,79.56928,2,2,0.2,0.6,2,0
19,21.1841,78.98715,2,7,0.4,0.4,2,0
1,19.12128,74.57925,1,2,0.7,0.2,2,0
5,19.17123,75.57559,9,4,0.85,0.15,1,1
20,19.19335,77.31887,8,2,0.7,0.3,1,0
14,19.80417,75.86363,11,3,0.75,0.2,2,0
24,19.65112,72.96763,9,7,0.2,0.6,1,0
4,20.01369,75.1875,5,7,0.8,0.2,3,1
18,19.09292,72.93616,7,4,0.1,0.75,1,1
28,17.12779,73.36811,8,2,0.1,0.7,1,0
16,18.42416,76.38946,12,5,0.8,0.15,2,0
29,16.7801,74.39743,5,8,0.6,0.5,3,0
22,19.88858,73.91178,12,4,0.5,0.4,2,1
27,18.59365,73.09477,6,8,0.15,0.65,1,1
9,21.02667,74.86352,4,3,0.6,0.3,3,0
12,19.70732,77.1143,9,6,0.7,0.2,1,0
22,19.94949,73.66957,4,1,0.5,0.4,3,0
4,19.77771,75.2194,10,3,0.8,0.2,1,0
35,20.13529,77.08203,12,0,0.65,0.25,2,0
13,21.01699,75.52115,2,6,0.65,0.35,2,1
17,19.05329,72.97997,6,4,0.1,0.8,1,1
19,20.95182,79.24988,11,8,0.4,0.4,2,0
2,20.81502,76.92018,1,0,0.6,0.3,2,0
18,18.94389,72.92416,4,7,0.1,0.75,3,0
31,16.53907,73.72174,5,4,0.1,0.6,3,1
27,18.53279,73.27873,2,0,0.15,0.65,2,0
27,18.47304,73.11992,10,7,0.15,0.65,1,0
30,17.70325,74.09997,6,4,0.4,0.55,1,1
1,19.24585,74.82103,2,8,0.7,0.2,2,0
26,18.39835,73.9603,2,3,0.4,0.5,2,0
8,20.15162,79.12346,12,4,0.3,0.5,2,1
5,18.81019,75.91571,5,7,0.85,0.15,3,1
27,18.66843,73.1505,5,5,0.15,0.65,3,1
28,16.89019,73.34638,5,8,0.1,0.7,3,0
23,18.23609,75.8561,11,8,0.85,0.15,2,0
21,21.27741,74.40514,3,8,0.5,0.4,2,0
9,21.03146,74.85948,5,7,0.6,0.3,3,1
18,19.26327,72.85655,2,5,0.1,0.75,2,1
27,18.37905,73.11635,4,1,0.15,0.65,3,0
31,16.20496,73.64569,3,7,0.1,0.6,2,0
12,19.84763,77.27122,10,7,0.7,0.2,1,0
3,21.03336,77.66971,9,0,0.5,0.3,1,0
16,18.40321,76.58561,11,1,0.8,0.15,2,0
8,19.89929,79.40431,1,3,0.3,0.5,2,0
28,17.08006,73.19528,9,1,0.1,0.7,1,1
7,20.66543,76.37179,8,2,0.6,0.25,1,0
36,20.20226,77.97027,1,5,0.6,0.35,2,1
21,21.48727,74.32126,2,5,0.5,0.4,2,1
18,19.08474,72.96406,4,8,0.1,0.75,3,0
16,18.48496,76.61154,10,5,0.8,0.15,1,1
15,16.73343,74.07272,6,7,0.2,0.7,1,0
5,19.08405,75.71147,9,3,0.85,0.15,1,1
6,21.12964,79.81618,5,5,0.2,0.6,3,1
20,18.95518,77.4683,2,5,0.7,0.3,2,1
12,19.52283,76.96365,6,6,0.7,0.2,1,0
32,17.81344,75.84133,6,0,0.9,0.1,1,1
23,18.32576,76.22259,7,6,0.85,0.15,1,0
36,20.51529,78.16172,10,7,0.6,0.35,1,0
2,20.70526,76.88646,8,7,0.6,0.3,1,0
32,17.6319,76.02482,4,7,0.9,0.1,3,1
34,20.82314,78.67999,9,0,0.5,0.35,1,0
7,20.51602,76.24433,7,5,0.6,0.25,1,1
36,20.25861,78.22582,7,0,0.6,0.35,1,0
12,19.63733,77.26815,8,0,0.7,0.2,1,0
25,19.07445,76.87811,4,7,0.75,0.25,3,1
11,21.56354,80.36607,12,2,0.2,0.65,2,0
32,17.84578,76.00071,10,1,0.9,0.1,1,0
29,16.87249,74.42445,10,4,0.6,0.5,1,0
30,17.733,73.87594,7,4,0.4,0.55,1,0
27,18.41659,73.26239,12,8,0.15,0.65,2,1
10,20.14379,80.05692,6,6,0.2,0.7,1,0
28,16.98781,73.16118,4,8,0.1,0.7,3,0
27,18.50479,73.11566,8,0,0.15,0.65,1,0
30,17.74976,73.91098,6,8,0.4,0.55,1,0
26,18.39109,73.66344,11,1,0.4,0.5,2,0
7,20.46763,76.34545,2,0,0.6,0.25,2,1
35,20.20246,77.07581,2,5,0.65,0.25,2,1
17,19.0792,72.75406,6,2,0.1,0.8,1,0
17,18.99012,72.91795,5,4,0.1,0.8,3,0
11,21.30521,80.10201,11,8,0.2,0.65,2,1
29,16.73041,74.76607,10,1,0.6,0.5,1,1
2,20.66457,77.1077,4,6,0.6,0.3,3,0
6,21.31555,79.46171,10,5,0.2,0.6,1,1
26,18.70558,73.92176,10,4,0.4,0.5,1,1
16,18.59219,76.50817,8,2,0.8,0.15,1,0
26,18.63134,73.9905,12,7,0.4,0.5,2,0
32,17.5472,75.96708,12,8,0.9,0.1,2,0
3,21.03706,77.73698,6,5,0.5,0.3,1,0
3,21.04626,77.75524,8,5,0.5,0.3,1,1
16,18.53613,76.36405,1,0,0.8,0.15,2,1
27,18.51102,73.14188,4,4,0.15,0.65,3,1
30,17.66669,74.09491,4,3,0.4,0.55,3,1
6,21.36073,79.46482,2,8,0.2,0.6,2,0
4,19.76632,75.1913,1,4,0.8,0.2,2,0
30,17.6753,73.9201,4,0,0.4,0.55,3,0
6,21.25006,79.83631,10,2,0.2,0.6,1,0
19,21.31479,78.98323,9,6,0.4,0.4,1,0
13,21.14824,75.43304,11,5,0.65,0.35,2,1
19,21.11591,78.97519,5,7,0.4,0.4,3,0
3,21.0229,77.73428,8,3,0.5,0.3,1,1
31,16.25748,73.64599,1,8,0.1,0.6,2,0
3,21.0562,77.73119,4,4,0.5,0.3,3,1
6,21.30263,79.84671,10,5,0.2,0.6,1,1
11,21.28611,80.23397,1,0,0.2,0.65,2,0
16,18.43163,76.45086,11,7,0.8,0.15,2,0
36,20.52005,78.28807,8,8,0.6,0.35,1,0
4,19.85464,75.41849,10,7,0.8,0.2,1,0
30,17.79902,74.08036,1,7,0.4,0.55,2,0
15,16.59686,74.38783,10,0,0.2,0.7,1,1
32,17.50093,75.7013,5,5,0.9,0.1,3,0
14,19.86129,75.8128,12,3,0.75,0.2,2,0
15,16.75376,74.08147,8,2,0.2,0.7,1,0
19,21.33763,78.91064,6,6,0.4,0.4,1,0
24,19.71091,72.71309,8,4,0.2,0.6,1,1
3,20.73243,77.83507,1,4,0.5,0.3,2,1
28,17.11876,73.28532,7,8,0.1,0.7,1,1
3,20.96798,77.60257,2,7,0.5,0.3,2,0
10,20.29929,80.10037,6,7,0.2,0.7,1,0
10,20.37846,79.91159,9,6,0.2,0.7,1,0
31,16.36963,73.65204,2,0,0.1,0.6,2,0
29,16.95613,74.55469,8,5,0.6,0.5,1,0
26,18.3276,73.74133,8,5,0.4,0.5,1,1
25,19.34301,76.90782,2,4,0.75,0.25,2,0
26,18.38802,73.67943,8,5,0.4,0.5,1,1
9,21.0645,74.65326,12,2,0.6,0.3,2,0
28,16.94229,73.37701,4,0,0.1,0.7,3,0
31,16.40112,73.65154,11,8,0.1,0.6,2,0
23,18.03129,75.90871,3,3,0.85,0.15,2,0
26,18.3461,73.8752,7,3,0.4,0.5,1,0
17,19.0139,73.0106,6,1,0.1,0.8,1,1
26,18.68632,73.72579,3,0,0.4,0.5,2,0
11,21.51491,80.38074,5,7,0.2,0.65,3,1
31,16.35109,73.49061,3,3,0.1,0.6,2,0
2,20.54122,76.93785,10,1,0.6,0.3,1,0
12,19.75459,77.30492,1,8,0.7,0.2,2,0
14,19.72078,75.94308,8,1,0.75,0.2,1,1
13,21.11266,75.4753,12,3,0.65,0.35,2,0
2,20.82824,77.02283,12,2,0.6,0.3,2,0
9,20.99011,74.6709,7,5,0.6,0.3,1,0
8,19.97427,79.33839,12,3,0.3,0.5,2,0
21,21.48515,74.24694,3,1,0.5,0.4,2,0
33,19.2985,73.07832,12,7,0.15,0.7,2,0
34,20.88234,78.60641,3,5,0.5,0.35,2,1
32,17.63759,76.09426,5,2,0.9,0.1,3,0
36,20.32671,78.00257,3,1,0.6,0.35,2,1
30,17.73794,74.01493,1,2,0.4,0.55,2,0
13,21.1688,75.65301,10,2,0.65,0.35,1,0
9,20.95801,74.89222,9,6,0.6,0.3,1,0
24,19.73298,72.93619,1,5,0.2,0.6,2,0
26,18.71571,74.01703,2,0,0.4,0.5,2,1
4,19.81241,75.4906,3,3,0.8,0.2,2,0
29,17.02834,74.5337,3,5,0.6,0.5,2,1
31,16.39026,73.72838,7,0,0.1,0.6,1,0
5,19.05062,75.6273,10,3,0.85,0.15,1,1
2,20.52478,77.01378,3,7,0.6,0.3,2,0
23,18.27006,75.94582,12,8,0.85,0.15,2,0
33,19.17053,72.94567,2,8,0.15,0.7,2,0
28,16.85311,73.12369,6,0,0.1,0.7,1,0
19,21.18003,78.94189,11,5,0.4,0.4,2,1
35,20.19948,77.28745,11,3,0.65,0.25,2,0
20,19.22034,77.40075,12,7,0.7,0.3,2,0
32,17.56713,75.97067,1,6,0.9,0.1,2,1
12,19.73792,77.28682,9,2,0.7,0.2,1,0
26,18.3847,73.78979,5,0,0.4,0.5,3,0
19,21.10233,78.89291,5,4,0.4,0.4,3,0
23,18.10862,76.03587,2,8,0.85,0.15,2,0
20,19.25988,77.41725,8,1,0.7,0.3,1,0
29,17.03745,74.5703,5,2,0.6,0.5,3,0
8,20.15894,79.40256,2,5,0.3,0.5,2,1
24,19.64441,72.79819,12,3,0.2,0.6,2,0
7,20.70118,76.24916,7,8,0.6,0.25,1,1
24,19.56268,72.71139,9,3,0.2,0.6,1,0
33,19.28647,73.26101,9,7,0.15,0.7,1,0
4,19.85805,75.52538,1,1,0.8,0.2,2,0
22,20.07472,73.97718,6,4,0.5,0.4,1,1
24,19.80839,72.68208,9,5,0.2,0.6,1,1
12,19.76239,77.03231,1,6,0.7,0.2,2,0
20,19.17444,77.29435,10,7,0.7,0.3,1,0
35,20.15629,77.29825,7,2,0.65,0.25,1,0
6,21.33794,79.68055,10,2,0.2,0.6,1,0
29,17.00273,74.42754,6,7,0.6,0.5,1,0
21,21.18889,74.07225,8,3,0.5,0.4,1,1
29,16.87498,74.62703,8,2,0.6,0.5,1,0
11,21.58341,80.15204,7,2,0.2,0.65,1,0
3,20.79553,77.6877,8,5,0.5,0.3,1,0
12,19.67165,77.02015,9,6,0.7,0.2,1,0
9,20.854,74.89102,8,4,0.6,0.3,1,1
28,16.94286,73.17781,2,1,0.1,0.7,2,0
20,19.10592,77.48521,1,1,0.7,0.3,2,0
14,19.79853,75.78555,5,4,0.75,0.2,3,0
35,20.18889,77.29137,4,2,0.65,0.25,3,0
29,16.79682,74.62588,7,3,0.6,0.5,1,0
16,18.26823,76.6691,6,0,0.8,0.15,1,1
22,19.82333,73.75563,12,6,0.5,0.4,2,1
19,21.11661,79.26106,4,0,0.4,0.4,3,0
32,17.75767,75.81444,3,2,0.9,0.1,2,0
17,18.98733,73.07159,10,7,0.1,0.8,1,0
2,20.68685,77.10274,12,8,0.6,0.3,2,1
7,20.3303,76.12059,4,4,0.6,0.25,3,0
11,21.65355,80.22643,4,2,0.2,0.65,3,0
31,16.22401,73.47814,10,5,0.1,0.6,1,1
9,20.89674,74.76462,11,5,0.6,0.3,2,1
10,20.2371,80.03608,10,2,0.2,0.7,1,0
11,21.38741,80.17005,5,1,0.2,0.65,3,1
31,16.37862,73.5491,12,4,0.1,0.6,2,0
34,20.62559,78.7739,12,3,0.5,0.35,2,0
35,20.08504,77.12797,7,0,0.65,0.25,1,0
13,21.05894,75.47023,9,3,0.65,0.35,1,0
17,18.90385,72.79354,12,5,0.1,0.8,2,0
32,17.76013,75.72108,11,3,0.9,0.1,2,0
18,19.00048,72.74417,12,5,0.1,0.75,2,0
18,19.01667,72.75269,6,4,0.1,0.75,1,0
9,20.80644,74.72831,1,8,0.6,0.3,2,0
5,18.8635,75.81623,4,3,0.85,0.15,3,1
19,21.20426,79.1661,2,0,0.4,0.4,2,0
29,17.00976,74.4272,10,8,0.6,0.5,1,0
28,17.1495,73.46707,7,1,0.1,0.7,1,1
22,20.07866,73.83177,11,6,0.5,0.4,2,0
22,20.14914,73.93879,3,5,0.5,0.4,2,1
6,21.2114,79.71145,12,1,0.2,0.6,2,0
23,18.37422,76.16573,7,1,0.85,0.15,1,0
20,18.99753,77.37797,7,1,0.7,0.3,1,0
1,19.05295,74.90464,11,5,0.7,0.2,2,1
19,21.01096,79.15146,11,6,0.4,0.4,2,0
36,20.48087,78.22946,11,8,0.6,0.35,2,0
33,19.11312,73.02409,9,6,0.15,0.7,1,0
23,18.02323,75.89051,5,1,0.85,0.15,3,0
5,18.9799,75.71371,2,5,0.85,0.15,2,1
7,20.62628,76.14077,1,0,0.6,0.25,2,0
31,16.35108,73.65891,12,7,0.1,0.6,2,0
27,18.35391,73.08529,8,4,0.15,0.65,1,1
19,21.17005,79.02591,4,6,0.4,0.4,3,0
35,20.12512,77.04834,12,2,0.65,0.25,2,1
8,19.88945,79.14142,12,7,0.3,0.5,2,0
10,20.08476,80.01157,6,4,0.2,0.7,1,0
29,16.93452,74.56488,11,4,0.6,0.5,2,0
28,17.13099,73.27803,11,4,0.1,0.7,2,1
31,16.15814,73.86715,10,7,0.1,0.6,1,0
10,20.36591,80.01145,9,2,0.2,0.7,1,0
27,18.32654,73.26839,7,2,0.15,0.65,1,0
3,20.78983,77.9189,6,7,0.5,0.3,1,0
25,19.24159,76.59744,10,2,0.75,0.25,1,0
14,19.98354,75.68089,7,8,0.75,0.2,1,1
1,18.96255,74.6331,5,2,0.7,0.2,3,0
33,19.19269,73.0394,7,4,0.15,0.7,1,1
3,21.07089,77.59817,7,5,0.5,0.3,1,1
34,20.57856,78.71957,12,0,0.5,0.35,2,1
30,17.59856,74.16797,6,5,0.4,0.55,1,0
13,20.9306,75.59733,3,8,0.65,0.35,2,1
14,19.79494,75.81936,3,1,0.75,0.2,2,0
34,20.86896,78.70397,4,3,0.5,0.35,3,0
21,21.31919,74.32561,4,8,0.5,0.4,3,0
16,18.32041,76.55805,1,7,0.8,0.15,2,1
7,20.68918,76.3261,1,6,0.6,0.25,2,0
14,19.92267,75.81108,7,4,0.75,0.2,1,1
22,20.12123,73.67987,8,8,0.5,0.4,1,0
28,17.14237,73.24453,7,2,0.1,0.7,1,0
13,21.14542,75.36925,3,2,0.65,0.35,2,1
22,20.11119,73.71138,2,2,0.5,0.4,2,0
36,20.40762,77.92381,11,0,0.6,0.35,2,0
17,19.00888,73.01773,10,2,0.1,0.8,1,0
31,16.39006,73.47928,7,1,0.1,0.6,1,1
29,16.69387,74.53343,12,8,0.6,0.5,2,0
16,18.46125,76.75207,12,2,0.8,0.15,2,0
26,18.39193,73.97115,7,0,0.4,0.5,1,0
6,20.97275,79.8424,4,8,0.2,0.6,3,1
34,20.75221,78.64366,6,3,0.5,0.35,1,0
8,20.05218,79.25875,4,3,0.3,0.5,3,0
15,16.61413,74.25257,1,8,0.2,0.7,2,1
33,19.2307,72.94193,9,6,0.15,0.7,1,0
14,19.89644,75.73252,5,2,0.75,0.2,3,0
30,17.7438,73.8625,8,7,0.4,0.55,1,0
36,20.42724,78.13541,5,6,0.6,0.35,3,0
35,19.95994,77.28544,1,2,0.65,0.25,2,1
18,19.31666,72.75839,5,0,0.1,0.75,3,1
21,21.27235,74.41447,9,4,0.5,0.4,1,0
6,21.14408,79.84305,7,6,0.2,0.6,1,0
29,16.71378,74.54015,3,2,0.6,0.5,2,1
13,20.90454,75.49725,12,0,0.65,0.35,2,0
23,17.99902,76.12943,4,4,0.85,0.15,3,0
